Rodage_U,V1_torque,Rodage_I,V2_torque,SnapRingMidPointForce,Premier angle,SnapRingPeakForce,Deuxième angle,Vissage_M8_torque,Capuchon_insertion,StartLinePeakForce,Vissage_M8_angle_log,SnapRingFinalStroke_exp,Binar OP130_Resultat_Global_v
11.98,1,114.49,1,103.25,160.4,163.18,197.6,12.26,0.0,27.35,2.5877640352277083,380788.7353793437,0
11.97,0,107.7,0,96.78,168.3,153.52,158.7,12.28,1.0,22.75,2.7013612129514133,498819.7065866096,0
11.97,0,113.58,0,96.06,148.1,152.91,162.1,12.2,1.0,21.69,2.8449093838194073,503832.9279826815,0
11.97,1,109.63,0,108.45,197.4,152.07,197.7,12.17,1.0,25.45,3.2308043957334744,376999.82415587525,0
11.97,0,109.21,0,98.59,147.6,151.1,158.1,12.23,1.0,20.89,2.9444389791664403,484077.356302953,0
11.97,1,114.38,1,101.45,166.7,179.18,167.4,12.39,0.0,24.22,2.3608540011180215,474491.98242599616,0
11.97,1,124.13,1,94.11,149.0,165.55,159.8,12.34,0.0,25.21,2.312535423847214,392385.4788500711,0
11.97,1,102.65,1,100.7,154.6,164.49,140.5,12.37,1.0,24.91,2.740840023925201,369534.7274744691,0
11.97,0,109.82,0,100.95,147.3,138.81,142.1,12.2,1.0,22.4,2.797281334830153,488942.41461545986,0
11.97,0,112.78,0,98.93,145.8,151.04,163.2,12.3,1.0,20.67,2.9856819377004897,488942.41461545986,0
11.97,1,115.31,1,103.69,142.2,176.53,153.6,12.23,0.0,26.97,2.517696472610991,404335.3957385773,0
11.97,1,112.01,1,93.44,167.8,149.7,145.7,12.3,0.0,23.52,2.6878474937846906,400312.1913298826,0
11.97,1,109.42,1,92.71,142.2,144.89,169.1,12.23,1.0,24.56,3.580737295494233,376999.82415587525,0
11.97,1,109.32,1,97.3,147.0,175.03,167.9,12.28,0.0,23.54,2.8390784635086144,469770.7083161708,0
11.97,1,114.86,1,105.84,157.2,160.66,135.9,12.41,0.0,26.22,2.6026896854443837,348014.70026317565,0
11.97,1,117.06,1,95.26,183.9,166.13,161.3,12.12,0.0,21.57,3.5667118201397288,488942.41461545986,0
11.98,1,111.54,1,102.69,164.9,172.87,165.5,12.32,0.0,25.19,2.91235066461494,396329.0184739155,0
11.97,0,109.46,0,83.13,160.4,152.59,167.3,12.3,1.0,19.2,2.388762789235098,488942.41461545986,0
11.97,0,114.44,0,100.64,175.3,155.02,156.5,12.25,1.0,21.01,3.1822118404966093,498819.7065866096,0
11.97,0,114.11,0,85.25,154.3,144.91,149.1,12.2,1.0,18.09,3.0204248861443626,498819.7065866096,0
11.97,1,122.0,1,110.57,165.6,160.92,173.4,12.26,1.0,25.17,2.7788192719904172,369534.7274744691,0
11.97,0,110.1,0,83.18,144.8,154.74,150.9,12.28,1.0,17.97,2.5572273113676265,493856.3675768817,0
11.97,0,109.68,0,78.0,146.9,153.9,163.4,12.25,1.0,18.16,3.0007198150650303,508896.533091413,0
11.97,1,107.0,1,114.43,166.8,148.04,187.1,12.31,0.0,25.79,2.517696472610991,341123.54748921306,0
11.98,1,111.44,1,92.39,153.7,153.25,169.9,12.28,0.0,22.22,2.954910279033736,348014.70026317565,0
11.97,1,111.72,1,99.83,166.2,165.08,157.8,12.17,0.0,22.81,2.995732273553991,425066.114781728,0
11.97,1,110.71,1,105.99,162.1,165.87,160.5,12.21,0.0,28.57,3.1570004211501135,341123.54748921306,0
11.97,0,109.73,0,95.98,129.5,149.46,143.7,12.2,1.0,22.6,2.517696472610991,493856.3675768817,0
11.97,1,110.02,1,94.85,155.4,171.19,157.0,12.36,0.0,24.64,3.0204248861443626,384615.72579367505,0
11.97,1,115.36,0,99.36,183.9,180.64,197.5,12.17,0.0,23.17,3.100092288878234,469770.7083161708,0
11.97,1,106.95,1,98.89,163.5,154.34,163.1,12.27,0.0,25.43,2.9601050959108397,396329.0184739155,0
11.97,0,105.17,0,90.16,157.4,147.68,168.6,12.25,1.0,20.57,2.884800712846709,498819.7065866096,0
11.97,0,110.47,0,95.68,173.1,144.02,181.0,12.35,1.0,21.5,2.5877640352277083,460468.6250498847,0
11.97,0,108.92,0,83.21,134.0,158.88,159.6,12.14,1.0,19.92,3.0633909220278057,484077.356302953,0
11.97,1,117.76,1,98.87,165.7,154.56,138.9,12.24,0.0,22.68,2.6602595372658615,488942.41461545986,0
11.97,0,110.51,0,99.52,146.3,148.08,162.1,12.29,1.0,20.7,2.2082744135228043,460468.6250498847,0
11.97,0,111.81,0,104.18,155.3,159.58,149.8,12.26,1.0,20.14,2.533696813957432,498819.7065866096,0
11.97,1,113.9,1,92.16,159.9,174.33,152.3,12.24,0.0,24.78,2.7536607123542622,392385.4788500711,0
11.97,1,113.15,1,86.03,136.3,153.24,134.6,12.27,0.0,23.06,2.4595888418037104,400312.1913298826,0
11.97,1,111.91,1,108.67,174.1,158.64,190.1,12.28,1.0,25.46,2.791165107812717,369534.7274744691,0
11.97,1,113.5,1,98.33,147.4,148.49,164.1,12.26,0.0,19.61,3.190476350346503,488942.41461545986,0
11.97,1,108.81,1,103.62,165.2,162.35,163.9,12.22,0.0,23.42,2.91235066461494,376999.82415587525,0
11.97,0,112.29,0,98.09,155.6,155.65,197.7,12.28,1.0,23.45,2.3513752571634776,469770.7083161708,0
11.97,1,112.26,1,90.62,153.7,147.17,168.6,12.31,0.0,22.52,2.3702437414678603,404335.3957385773,0
11.97,1,113.14,1,102.74,154.6,171.42,179.4,12.18,0.0,23.94,2.8678989020441064,396329.0184739155,0
11.97,1,111.8,1,94.92,150.0,157.84,134.7,12.23,1.0,24.94,3.3068867021909143,380788.7353793437,0
11.97,1,119.26,1,97.16,172.2,152.94,156.9,12.25,0.0,24.99,2.5494451709255714,400312.1913298826,0
11.98,1,111.77,1,99.53,125.9,148.05,151.1,12.31,1.0,23.87,2.6946271807700692,380788.7353793437,0
11.97,0,110.46,0,106.98,140.8,153.07,163.0,12.21,1.0,24.02,2.7343675094195836,455886.88567734644,0
11.97,1,110.78,1,94.29,173.6,146.13,144.0,12.2,0.0,25.08,3.269568939183719,351512.3061485672,0
11.97,1,114.96,1,98.61,156.9,166.28,168.0,12.32,0.0,22.94,2.667228206581955,479260.7061294755,0
11.97,1,116.25,1,90.65,165.5,158.71,157.7,12.23,0.0,24.04,2.617395832834079,396329.0184739155,0
11.97,1,113.58,1,99.58,150.3,142.23,177.8,12.21,0.0,25.13,2.7212954278522306,384615.72579367505,0
11.97,1,114.2,1,104.56,141.9,162.29,164.1,12.23,0.0,21.65,2.631888840136646,479260.7061294755,0
11.97,1,115.43,1,106.16,118.7,148.37,159.4,12.21,0.0,26.24,2.8507065015037334,376999.82415587525,0
11.97,0,107.66,0,105.53,162.1,154.64,176.5,12.26,1.0,20.54,2.667228206581955,498819.7065866096,0
11.97,1,107.99,1,98.83,150.2,157.22,161.3,12.24,0.0,24.08,2.5572273113676265,404335.3957385773,0
11.97,1,110.69,1,102.15,137.3,153.88,159.6,12.21,0.0,22.84,3.1179499062782403,484077.356302953,0
11.97,1,116.63,1,105.45,151.3,168.6,197.5,12.08,0.0,21.96,2.8678989020441064,474491.98242599616,0
11.97,1,117.75,1,98.1,183.3,155.59,177.6,12.34,0.0,26.81,2.302585092994046,373248.61322898994,0
11.97,1,114.0,1,102.04,152.5,162.22,186.6,12.19,0.0,24.44,2.8390784635086144,488942.41461545986,0
11.97,0,117.51,0,100.16,121.8,152.74,137.8,12.26,1.0,24.2,2.740840023925201,460468.6250498847,0
11.97,1,115.55,1,102.27,168.2,164.52,175.3,12.24,1.0,25.74,2.9014215940827497,369534.7274744691,0
11.97,1,114.84,1,99.09,164.3,168.27,162.8,12.39,0.0,25.87,2.2407096892759584,420836.63627205393,0
11.98,1,109.7,1,104.71,156.3,166.75,149.9,12.35,0.0,27.16,2.4595888418037104,400312.1913298826,0
11.97,0,114.29,0,82.13,171.8,157.45,144.1,12.38,1.0,19.81,2.2407096892759584,493856.3675768817,0
11.97,1,107.9,1,102.41,143.7,176.24,183.0,12.29,0.0,23.39,2.4932054526026954,465096.4116686539,0
11.97,0,110.1,0,98.77,168.4,161.75,185.3,12.26,1.0,19.56,2.8507065015037334,503832.9279826815,0
11.97,1,112.87,1,102.5,167.8,152.67,159.0,12.26,0.0,25.57,2.3978952727983707,493856.3675768817,0
11.97,0,116.73,0,107.24,138.7,139.02,158.7,12.28,1.0,25.11,2.884800712846709,465096.4116686539,0
11.97,1,109.64,1,99.19,153.6,176.55,133.5,12.24,0.0,24.35,3.349904087274605,469770.7083161708,0
11.97,0,116.46,0,84.67,152.2,141.9,139.9,12.37,1.0,16.7,2.302585092994046,488942.41461545986,0
11.97,1,112.88,1,95.9,167.7,148.66,147.7,12.25,0.0,20.68,2.8735646395797834,488942.41461545986,0
11.97,1,115.75,1,103.38,164.3,166.06,178.9,12.18,0.0,28.67,3.039749158970765,408399.0340237931,0
11.97,1,116.29,1,105.34,166.0,160.55,161.9,12.23,0.0,27.24,2.7343675094195836,396329.0184739155,0
11.97,1,112.8,1,97.14,155.2,162.8,148.6,12.2,1.0,26.06,2.791165107812717,369534.7274744691,0
11.97,1,106.92,1,97.21,136.0,163.08,140.7,12.34,1.0,25.85,2.8678989020441064,373248.61322898994,0
11.97,1,116.3,1,96.61,166.4,158.77,170.5,12.29,0.0,22.77,2.8449093838194073,484077.356302953,0
11.97,1,115.89,1,100.28,161.7,169.62,159.2,12.2,0.0,22.14,3.054001181677967,474491.98242599616,0
11.97,1,109.34,1,106.79,169.9,165.38,154.6,12.38,0.0,24.87,2.667228206581955,369534.7274744691,0
11.97,0,106.97,0,94.75,169.2,157.12,147.3,12.29,1.0,19.89,3.1986731175506815,508896.533091413,0
11.97,1,106.91,1,106.02,166.4,157.82,142.5,12.21,1.0,28.27,3.152736022363656,369534.7274744691,0
11.97,1,113.34,1,100.2,172.4,154.37,161.3,12.2,1.0,25.02,3.1822118404966093,369534.7274744691,0
11.97,1,114.47,1,109.17,156.2,157.34,157.6,12.2,1.0,25.57,2.990719731730447,369534.7274744691,0
11.98,1,111.88,1,97.91,155.7,150.03,158.5,12.29,0.0,25.59,2.8154087194227095,392385.4788500711,0
11.97,0,112.53,0,100.5,167.1,152.61,156.9,12.31,1.0,20.79,2.766319109226186,498819.7065866096,0
11.97,0,115.24,0,97.94,140.4,149.89,147.5,12.3,1.0,20.28,2.6390573296152584,498819.7065866096,0
11.97,0,114.72,0,104.79,160.5,156.97,152.0,12.23,1.0,22.92,2.797281334830153,503832.9279826815,0
11.97,1,110.58,1,98.84,153.1,174.68,184.0,12.28,0.0,24.13,2.740840023925201,469770.7083161708,0
11.97,0,110.23,0,107.48,157.7,151.92,187.9,12.29,1.0,23.7,2.3978952727983707,460468.6250498847,0
11.97,0,111.83,0,97.78,149.7,134.66,164.8,12.3,1.0,20.23,3.2733640101522705,460468.6250498847,0
11.97,1,114.9,1,98.65,146.7,164.47,162.8,12.17,0.0,26.15,2.856470206220483,396329.0184739155,0
11.97,1,109.58,1,104.51,165.5,167.1,177.4,12.26,0.0,22.64,2.7212954278522306,479260.7061294755,0
11.97,1,113.91,1,101.9,165.5,149.08,153.8,12.3,0.0,24.41,2.2192034840549946,400312.1913298826,0
11.97,1,107.41,1,104.84,165.0,148.83,129.3,12.24,1.0,25.72,3.139832617527748,380788.7353793437,0
11.97,0,116.96,0,96.12,168.4,149.83,148.1,12.18,1.0,23.63,2.9496883350525844,493856.3675768817,0
11.97,1,110.62,1,99.6,174.4,154.62,181.1,12.22,0.0,22.95,2.70805020110221,484077.356302953,0
11.98,0,117.52,0,106.51,153.1,153.32,189.1,12.26,1.0,25.54,2.6878474937846906,460468.6250498847,0
11.97,1,111.36,1,98.49,165.2,170.84,169.5,12.18,0.0,23.1,3.711130063048756,460468.6250498847,0
11.97,0,109.12,0,101.24,123.3,158.78,125.7,12.29,1.0,22.02,2.4159137783010487,479260.7061294755,0
11.97,1,115.55,1,93.93,197.5,151.4,140.3,12.21,0.0,24.69,2.917770732084279,488942.41461545986,0
11.97,0,111.17,0,84.42,172.0,152.0,145.9,12.27,1.0,18.76,2.509599262378372,488942.41461545986,0
11.97,1,115.14,1,107.16,165.8,164.79,155.7,12.25,0.0,26.11,2.760009940032921,369534.7274744691,0
11.97,0,109.07,0,97.05,158.8,144.15,181.1,12.2,1.0,22.92,2.8622008809294686,469770.7083161708,0
11.97,0,109.28,0,84.52,148.8,141.18,160.3,12.29,1.0,17.72,2.9444389791664403,508896.533091413,0
11.97,1,109.49,1,106.97,155.7,179.68,154.4,12.3,0.0,26.54,2.3978952727983707,400312.1913298826,0
11.97,1,114.07,0,95.21,188.4,148.93,197.5,12.26,1.0,25.47,3.0106208860477417,380788.7353793437,0
11.97,0,113.02,0,102.78,163.2,141.13,171.1,12.35,1.0,24.36,2.2617630984737906,469770.7083161708,0
11.97,1,109.66,1,95.15,192.0,154.17,151.5,12.18,0.0,23.4,3.6788291182604347,479260.7061294755,0
11.98,1,113.69,1,105.23,157.1,146.18,190.4,12.2,0.0,27.26,2.8273136219290276,373248.61322898994,0
11.97,0,113.78,0,99.68,166.8,156.23,140.8,12.23,1.0,22.17,2.8094026953624978,488942.41461545986,0
11.97,0,114.1,0,97.11,172.3,147.22,156.6,12.32,1.0,19.67,2.9444389791664403,488942.41461545986,0
11.97,1,109.59,1,105.52,175.8,173.9,158.1,12.18,0.0,25.24,3.0492730404820207,469770.7083161708,0
11.97,0,116.46,0,84.22,137.5,156.69,149.3,12.29,1.0,20.65,2.740840023925201,488942.41461545986,0
11.97,0,111.72,0,99.35,165.1,164.08,164.5,12.36,1.0,22.49,3.1986731175506815,498819.7065866096,0
11.98,1,115.18,1,107.27,174.0,158.53,166.6,12.24,0.0,23.63,2.631888840136646,484077.356302953,0
11.97,1,114.22,1,94.68,136.4,156.89,170.5,12.31,1.0,25.39,3.0252910757955354,365857.7955006423,0
11.97,1,113.91,1,97.53,187.1,157.86,134.1,12.26,0.0,25.19,2.4336133554004498,373248.61322898994,0
11.97,0,114.03,0,91.69,182.9,154.67,181.4,12.21,1.0,19.88,2.785011242238338,484077.356302953,0
11.97,1,118.26,1,96.38,172.3,146.35,137.2,12.33,1.0,23.7,2.580216829592325,373248.61322898994,0
11.98,1,111.23,1,92.26,182.1,163.17,167.8,12.29,0.0,24.2,3.0587070727153796,348014.70026317565,0
11.97,0,110.31,0,102.9,148.0,139.54,152.4,12.26,1.0,23.92,2.89591193827178,469770.7083161708,0
11.97,0,113.96,0,102.39,148.0,146.13,169.3,12.21,1.0,24.37,2.4336133554004498,460468.6250498847,0
11.97,1,111.44,1,94.31,157.4,174.32,157.4,12.26,0.0,23.27,2.766319109226186,469770.7083161708,0
11.97,1,112.76,1,89.48,157.2,157.8,147.2,12.26,1.0,22.1,2.785011242238338,369534.7274744691,0
11.97,0,115.4,0,98.32,134.0,149.27,165.5,12.28,1.0,22.56,2.9652730660692823,484077.356302953,0
11.97,1,110.65,1,98.46,173.7,162.55,168.0,12.15,1.0,27.19,3.0007198150650303,369534.7274744691,0
11.97,1,112.02,1,94.58,132.6,155.06,153.1,12.34,1.0,22.87,3.054001181677967,373248.61322898994,0
11.97,1,115.49,1,109.08,167.7,161.74,164.4,12.32,0.0,27.65,2.7343675094195836,376999.82415587525,0
11.97,1,113.62,1,104.92,190.7,156.04,195.9,12.26,0.0,25.73,3.131136910560194,373248.61322898994,0
11.97,1,113.55,1,101.57,168.5,145.09,160.9,12.16,0.0,25.4,2.8094026953624978,376999.82415587525,0
11.97,0,113.77,0,96.38,157.9,156.97,134.7,12.26,1.0,25.43,2.8154087194227095,460468.6250498847,0
11.97,1,118.67,1,102.94,155.9,182.92,175.1,12.24,0.0,23.24,2.8507065015037334,465096.4116686539,0
11.97,0,111.15,0,96.13,185.8,132.99,130.5,12.17,1.0,23.67,2.8094026953624978,465096.4116686539,0
11.97,1,120.5,1,91.46,158.7,154.73,163.7,12.17,0.0,22.03,2.9391619220655967,469770.7083161708,0
11.97,1,114.7,1,99.33,148.6,167.92,166.3,12.17,0.0,25.42,3.6584202466292277,404335.3957385773,1
11.97,0,111.64,0,96.15,148.5,133.79,138.1,12.36,1.0,22.23,2.8154087194227095,460468.6250498847,0
11.97,0,123.31,0,107.66,161.4,145.33,195.0,12.25,1.0,24.66,3.0819099697950434,455886.88567734644,0
11.97,0,114.88,0,103.49,156.4,152.22,159.2,12.24,1.0,23.07,2.617395832834079,460468.6250498847,0
11.97,0,113.97,0,98.84,173.0,143.85,190.0,12.25,1.0,23.43,2.5572273113676265,460468.6250498847,0
11.97,1,113.61,1,103.65,133.1,136.49,197.5,12.27,0.0,23.57,2.5416019934645457,331041.82304912945,0
11.97,0,108.79,0,103.48,149.3,135.68,140.1,12.36,1.0,24.11,2.3513752571634776,460468.6250498847,0
11.97,1,116.37,1,89.77,149.3,171.02,141.2,12.26,0.0,22.56,2.4595888418037104,388481.17810109997,0
11.97,1,113.55,1,99.36,169.3,161.76,167.7,12.28,1.0,24.48,2.5649493574615367,369534.7274744691,0
11.98,1,109.61,1,96.13,148.4,168.08,156.4,12.27,0.0,28.05,2.5416019934645457,400312.1913298826,0
11.98,1,110.96,1,102.82,152.1,178.39,130.4,12.26,0.0,24.51,3.8543938925915096,469770.7083161708,0
11.97,1,111.22,1,94.31,153.8,173.01,152.0,12.26,0.0,26.82,2.33214389523559,392385.4788500711,0
11.97,0,117.8,0,95.96,182.1,148.82,177.5,12.26,1.0,18.92,3.1179499062782403,498819.7065866096,0
11.97,1,109.89,1,92.55,156.2,156.32,139.8,12.18,0.0,23.28,3.1612467120315646,416649.2417767062,0
11.97,0,116.52,0,81.83,162.4,143.51,166.3,12.29,1.0,19.06,2.624668592163159,508896.533091413,0
11.97,1,116.42,1,94.1,155.9,161.86,161.2,12.33,1.0,26.24,2.4765384001174837,365857.7955006423,0
11.97,1,119.85,1,103.37,171.8,166.32,158.6,12.16,1.0,24.33,3.152736022363656,362217.44961124816,0
11.97,1,110.41,1,103.63,150.4,157.53,159.2,12.18,0.0,22.8,2.72785282839839,484077.356302953,0
11.97,0,115.7,0,105.76,174.2,155.58,172.2,12.24,1.0,21.66,3.4995332823830174,503832.9279826815,0
11.97,1,118.46,1,104.54,141.0,168.76,155.6,12.16,0.0,25.78,2.9338568698359038,474491.98242599616,0
11.97,1,115.95,1,105.13,167.3,175.09,181.2,12.28,0.0,24.81,2.8449093838194073,474491.98242599616,0
11.97,1,113.73,1,97.81,166.8,150.57,169.3,12.19,0.0,26.35,3.7954891891721947,388481.17810109997,0
11.97,0,109.23,0,83.53,176.5,152.97,164.3,12.27,1.0,20.8,2.9856819377004897,493856.3675768817,0
11.97,1,108.11,1,94.84,153.1,152.36,168.3,12.38,0.0,28.8,2.451005098112319,400312.1913298826,0
11.97,1,120.18,1,89.56,148.3,152.48,159.4,12.15,0.0,24.94,2.8791984572980396,396329.0184739155,0
11.97,1,119.68,1,104.4,166.4,163.44,151.3,12.3,0.0,27.45,2.4849066497880004,408399.0340237931,0
11.97,1,113.18,1,99.77,170.7,174.41,169.2,12.36,0.0,23.36,2.5952547069568657,392385.4788500711,0
11.97,0,114.51,0,97.5,154.4,145.72,148.2,12.18,1.0,23.78,2.9069010598473755,460468.6250498847,0
11.97,1,112.67,1,98.94,164.3,162.09,138.9,12.29,1.0,26.78,3.254242968705492,369534.7274744691,0
11.97,1,111.68,1,111.83,168.4,170.03,159.0,12.27,0.0,27.8,3.2347491740244907,373248.61322898994,0
11.97,1,110.28,1,97.33,173.4,144.34,128.6,12.3,1.0,22.93,3.8543938925915096,376999.82415587525,0
11.97,0,114.03,0,104.07,143.3,153.16,149.5,12.32,1.0,20.71,2.4159137783010487,503832.9279826815,0
11.97,1,115.21,1,96.99,158.2,149.64,159.2,12.23,1.0,23.86,2.9014215940827497,369534.7274744691,0
11.97,1,107.72,1,104.37,172.3,143.61,170.9,12.22,0.0,26.14,2.9601050959108397,384615.72579367505,0
11.97,0,114.04,0,103.62,170.4,155.64,171.8,12.26,1.0,24.64,2.8791984572980396,498819.7065866096,0
11.97,1,113.53,1,98.85,165.3,170.88,150.8,12.19,0.0,22.49,2.766319109226186,474491.98242599616,0
11.97,0,108.14,0,91.47,144.0,135.04,128.3,12.27,1.0,21.12,2.791165107812717,488942.41461545986,0
11.97,0,113.27,0,83.62,165.8,144.45,168.9,12.26,1.0,19.44,2.791165107812717,493856.3675768817,0
11.97,0,113.08,0,98.68,150.1,133.38,137.4,12.26,1.0,23.76,2.797281334830153,465096.4116686539,0
11.98,1,109.04,1,93.33,146.7,157.56,169.3,12.36,0.0,24.02,2.451005098112319,404335.3957385773,0
11.97,0,115.62,0,104.31,169.2,156.81,167.0,12.26,1.0,23.06,2.8094026953624978,488942.41461545986,0
11.97,0,112.1,1,92.42,197.9,161.85,163.2,12.34,0.0,23.06,2.6602595372658615,348014.70026317565,0
11.97,0,119.78,0,99.05,159.0,148.86,150.7,12.3,1.0,23.47,2.1972245773362196,474491.98242599616,0
11.97,1,111.44,1,93.67,160.1,160.88,149.3,12.36,1.0,28.45,3.0349529867072724,365857.7955006423,0
11.98,1,117.64,1,99.71,161.4,167.01,144.0,12.21,0.0,22.87,3.1484533605716547,474491.98242599616,0
11.97,0,115.67,0,93.1,156.0,133.8,138.8,12.44,1.0,21.55,2.6026896854443837,488942.41461545986,0
11.97,1,111.92,1,102.77,162.2,156.99,140.2,12.21,0.0,24.83,3.32862668882732,351512.3061485672,0
11.97,1,111.24,1,93.0,161.7,155.77,166.5,12.25,1.0,25.18,2.7212954278522306,373248.61322898994,0
11.97,1,113.88,1,89.35,156.0,154.92,166.2,12.26,0.0,21.59,3.0301337002713233,479260.7061294755,0
11.97,0,113.07,0,83.12,158.4,150.26,140.3,12.33,1.0,17.89,2.6602595372658615,493856.3675768817,0
11.97,1,116.64,1,94.55,148.6,159.71,169.7,12.24,0.0,25.93,2.766319109226186,365857.7955006423,0
11.97,0,115.98,0,99.2,185.7,132.65,144.5,12.22,1.0,20.45,3.131136910560194,465096.4116686539,0
11.97,1,115.7,1,109.09,161.6,159.89,159.9,12.33,1.0,27.12,3.0492730404820207,365857.7955006423,0
11.97,1,111.33,1,106.72,162.6,159.59,152.2,12.25,1.0,27.15,3.0106208860477417,373248.61322898994,0
11.97,1,119.7,1,99.26,165.3,149.59,166.0,12.19,0.0,23.53,3.1986731175506815,400312.1913298826,0
11.97,0,111.65,0,94.87,146.9,138.52,158.0,12.23,1.0,21.6,2.72785282839839,493856.3675768817,0
11.97,1,112.12,1,93.26,167.2,150.15,132.2,12.24,0.0,25.62,2.6602595372658615,358613.3257686633,0
11.97,0,110.12,0,82.74,138.3,155.9,159.8,12.26,1.0,19.25,2.72785282839839,503832.9279826815,0
11.97,1,114.12,1,94.93,160.0,159.18,142.9,12.31,1.0,23.24,2.766319109226186,369534.7274744691,0
11.97,1,111.7,1,103.06,165.1,162.02,131.4,12.25,1.0,26.57,2.4595888418037104,373248.61322898994,0
11.97,0,113.64,0,82.09,155.6,156.54,160.6,12.31,1.0,19.43,2.6390573296152584,503832.9279826815,0
11.97,0,111.19,0,101.43,143.8,137.57,151.3,12.21,1.0,19.58,3.0492730404820207,484077.356302953,0
11.97,1,117.2,1,94.87,154.9,173.15,156.3,12.18,0.0,24.66,3.4372078191851885,474491.98242599616,0
11.97,1,110.27,1,98.09,165.5,176.92,159.3,12.18,0.0,23.36,2.6946271807700692,392385.4788500711,0
11.97,1,110.39,1,106.93,156.3,179.99,157.3,12.28,0.0,24.92,2.5257286443082556,474491.98242599616,0
11.97,1,113.55,1,101.77,167.8,145.86,150.2,12.29,0.0,24.39,2.468099531471619,400312.1913298826,0
11.97,1,115.23,1,97.1,163.5,141.77,173.1,12.25,0.0,25.9,3.4404180948154366,384615.72579367505,0
11.97,1,120.56,1,92.23,168.4,168.46,160.4,12.17,0.0,25.0,3.342861804649192,474491.98242599616,1
11.97,1,112.4,1,97.88,163.3,149.95,157.1,12.3,0.0,24.94,2.2617630984737906,380788.7353793437,0
11.97,0,112.49,0,80.17,164.5,142.49,147.5,12.3,1.0,18.0,2.772588722239781,493856.3675768817,0
11.97,0,113.26,0,98.25,156.3,136.82,143.6,12.3,1.0,21.65,2.954910279033736,498819.7065866096,0
11.97,0,113.26,0,91.42,137.2,150.73,140.5,12.18,1.0,18.01,3.054001181677967,488942.41461545986,0
11.97,1,108.85,1,97.63,146.6,141.35,173.1,12.28,1.0,23.67,2.9231615807191558,380788.7353793437,0
11.97,0,108.11,0,96.04,159.1,140.8,189.8,12.24,1.0,22.0,3.1484533605716547,469770.7083161708,0
11.97,0,110.34,0,99.95,140.2,161.81,153.3,12.3,1.0,20.92,2.9069010598473755,498819.7065866096,0
11.98,1,109.42,1,102.01,142.9,158.78,160.1,12.41,1.0,25.65,2.379546134130174,365857.7955006423,0
11.98,0,111.95,0,84.6,158.1,141.63,155.1,12.24,1.0,20.21,2.5726122302071057,503832.9279826815,0
11.97,1,116.43,1,94.81,184.9,168.5,142.5,12.21,0.0,21.76,3.7864597824528,469770.7083161708,0
11.97,0,111.08,0,103.45,148.5,141.37,164.1,12.25,1.0,24.5,2.7788192719904172,474491.98242599616,0
11.97,0,117.0,0,101.19,163.0,148.92,142.2,12.26,1.0,22.12,2.681021528714291,484077.356302953,0
11.97,1,118.78,1,109.01,177.6,146.42,143.9,12.28,0.0,26.42,2.8273136219290276,376999.82415587525,0
11.97,1,119.67,1,95.5,135.1,165.93,148.0,12.45,0.0,24.99,2.6741486494265287,384615.72579367505,0
11.97,1,115.65,1,98.49,156.8,163.82,158.7,12.41,0.0,22.62,2.4595888418037104,420836.63627205393,0
11.97,1,113.64,1,99.7,130.0,158.49,166.4,12.16,0.0,25.78,3.2386784521643803,408399.0340237931,0
11.97,1,114.05,1,100.37,167.8,157.41,153.9,12.24,0.0,26.42,3.535145354171894,376999.82415587525,0
11.97,1,114.58,1,95.98,163.4,150.87,167.2,12.28,0.0,22.52,2.8678989020441064,404335.3957385773,0
11.97,0,114.81,0,95.12,164.6,140.0,132.6,12.33,1.0,23.09,2.6946271807700692,493856.3675768817,0
11.97,1,111.79,1,90.6,188.8,153.73,134.0,12.22,1.0,24.66,2.5726122302071057,376999.82415587525,0
11.97,1,116.48,1,104.34,162.1,172.23,181.3,12.29,0.0,24.91,2.424802725718295,479260.7061294755,0
11.97,0,114.33,0,96.27,165.1,161.84,170.9,12.26,1.0,22.41,2.8449093838194073,498819.7065866096,0
11.97,1,109.4,1,97.13,150.9,160.17,136.4,12.3,1.0,26.34,2.9231615807191558,365857.7955006423,0
11.97,1,109.93,1,106.39,162.1,160.57,161.2,12.23,0.0,26.29,2.8273136219290276,373248.61322898994,0
11.97,1,110.46,1,105.32,130.1,168.36,136.8,12.27,0.0,26.09,2.785011242238338,442413.3920089205,0
11.97,0,113.65,0,78.75,168.5,149.08,151.5,12.23,1.0,16.86,2.990719731730447,508896.533091413,0
11.97,0,112.99,0,103.46,174.6,160.65,138.6,12.28,1.0,20.19,2.6026896854443837,503832.9279826815,0
11.97,1,115.27,1,92.65,157.1,147.93,153.3,12.32,0.0,24.27,2.302585092994046,392385.4788500711,0
11.97,0,113.06,0,96.54,141.5,149.37,168.1,12.26,1.0,22.21,2.388762789235098,460468.6250498847,0
11.97,1,111.87,1,106.05,162.8,151.73,159.6,12.29,0.0,25.47,2.856470206220483,344551.8961378237,0
11.97,1,109.65,1,96.77,152.1,168.88,165.8,12.32,0.0,25.36,2.6602595372658615,396329.0184739155,0
11.97,1,113.47,1,98.57,147.4,149.96,131.3,12.33,1.0,24.49,2.533696813957432,369534.7274744691,0
11.97,0,113.87,0,99.78,192.9,144.46,185.3,12.36,1.0,21.91,2.5416019934645457,460468.6250498847,0
