,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value,Binar OP130_Resultat_Global_v
9070,150.7,144.8,163.2,108.71,12.06,12.16,0.41,11.97,20.78,18.6,99.22,6.41,0
9071,156.3,166.76,142.2,112.32,11.86,12.25,,11.97,26.57,10.3,99.69,6.6,0
9072,152.7,150.13,163.3,113.04,12.09,12.26,,11.98,23.47,28.5,96.07,6.63,0
9073,150.9,157.34,148.3,115.66,11.69,12.38,,11.97,25.01,9.9,98.03,6.61,0
9074,173.4,160.99,164.8,117.26,12.08,12.18,,11.97,25.07,13.5,103.13,6.6,0
9075,165.4,159.0,197.4,113.03,12.07,12.29,,11.97,19.96,10.1,96.87,6.56,0
9076,165.0,165.77,164.0,118.45,11.87,12.25,,11.97,25.91,13.4,97.91,6.62,0
9077,175.0,171.09,150.6,116.55,12.06,12.13,,11.97,23.86,18.8,104.18,6.61,0
9078,165.7,148.61,147.2,113.43,12.1,12.26,0.41,11.97,24.25,20.8,93.13,6.42,0
9079,165.5,176.43,161.9,109.52,11.74,12.28,,11.97,29.17,15.3,100.91,6.61,0
9080,140.3,151.87,144.7,113.4,12.09,12.17,,11.97,23.99,16.8,97.23,6.61,0
9081,176.8,175.69,149.3,106.6,11.89,12.33,,11.97,25.85,10.7,102.77,6.63,0
9082,151.0,145.67,171.2,126.23,12.04,12.42,0.41,11.97,22.26,8.1,97.3,6.41,0
9083,197.9,157.88,148.4,110.91,11.71,12.34,,11.97,22.19,18.4,95.62,6.62,0
9084,140.7,177.92,191.0,115.89,12.06,12.11,,11.97,22.81,27.3,106.51,6.61,0
9085,157.2,152.74,163.7,115.21,12.12,12.23,0.4,11.97,20.07,27.3,97.6,6.41,0
9086,154.9,139.61,145.0,110.42,12.07,12.22,0.41,11.97,22.84,17.1,97.02,6.41,0
9087,158.3,162.07,177.4,119.6,12.09,12.21,,11.97,22.99,26.4,96.9,6.61,0
9088,163.4,166.2,157.8,109.64,11.9,12.24,,11.98,26.31,16.8,89.0,6.61,0
9089,197.8,160.25,160.2,119.23,11.83,12.22,,11.97,25.8,19.1,100.05,6.61,0
9090,197.9,158.81,148.1,109.28,11.83,12.27,,11.97,24.55,13.5,98.87,6.62,0
9091,166.9,150.35,151.7,114.11,11.84,12.26,0.4,11.97,25.29,16.1,104.63,6.61,0
9092,168.4,150.76,138.2,112.04,11.87,12.19,0.39,11.97,25.13,29.8,96.73,6.64,0
9093,114.7,156.22,197.5,109.9,11.84,12.25,,11.97,25.11,16.2,97.59,6.52,0
9094,166.6,174.47,147.7,112.91,12.07,12.45,,11.97,24.25,8.8,105.21,6.6,0
9095,119.9,143.98,159.2,112.08,11.84,12.33,0.33,11.97,22.76,10.3,93.28,6.63,0
9096,145.7,141.64,166.4,108.51,12.1,12.29,0.41,11.97,19.31,13.4,93.26,6.42,0
9097,179.5,170.8,140.0,117.74,12.05,12.22,,11.97,22.87,16.0,94.89,6.64,0
9098,151.8,169.61,155.9,110.46,11.88,12.18,,11.97,26.89,25.0,90.71,6.61,0
9099,191.7,160.99,151.0,110.89,11.83,12.26,,11.97,26.92,17.1,104.88,6.63,0
9100,157.9,152.26,160.1,109.19,11.9,12.3,,11.97,25.12,17.5,97.56,6.61,0
9101,176.0,145.32,163.7,113.86,11.89,12.28,,11.97,24.1,14.9,97.58,6.6,0
9102,156.8,166.2,154.0,113.63,11.88,12.16,,11.97,25.06,20.2,91.01,6.6,0
9103,175.2,147.95,144.8,110.6,11.77,12.2,,11.97,25.39,17.8,97.0,6.62,0
9104,159.4,173.15,172.3,112.83,12.07,12.23,,11.97,24.62,18.1,104.58,6.64,0
9105,150.3,159.24,182.6,110.64,12.09,12.26,,11.97,22.88,30.8,97.43,6.61,0
9106,137.0,181.33,169.6,113.81,12.06,12.1,,11.97,24.39,27.0,103.38,6.6,1
9107,141.6,179.84,177.7,117.52,12.06,12.17,,11.97,25.82,16.6,105.65,6.61,0
9108,145.1,162.92,154.0,109.37,12.08,12.29,,11.97,22.93,9.7,103.25,6.61,0
9109,182.4,167.75,154.0,115.54,11.82,12.33,0.37,11.97,25.62,16.5,102.6,6.61,0
9110,147.9,169.15,150.4,114.9,12.06,12.31,,11.97,23.46,12.0,98.06,6.62,0
9111,141.3,151.33,187.3,116.38,12.11,12.16,0.37,11.97,18.3,16.2,83.37,6.43,0
9112,147.1,158.73,179.9,114.39,12.1,12.16,,11.97,22.33,37.0,103.95,6.6,1
9113,143.4,162.87,162.5,111.34,11.8,12.26,0.34,11.97,27.53,11.2,98.16,6.63,0
9114,167.6,156.17,137.6,112.01,12.09,12.29,0.41,11.97,25.18,12.0,100.43,6.43,0
9115,169.3,168.66,153.9,112.49,12.08,12.2,,11.97,23.96,23.4,96.38,6.61,0
9116,167.1,152.03,177.3,110.69,12.03,12.2,0.41,11.97,22.05,19.7,103.74,6.4,0
9117,155.3,156.56,161.9,111.33,11.82,12.24,0.37,11.97,25.21,16.8,94.11,6.61,0
9118,146.9,162.58,149.0,114.22,11.81,12.23,0.38,11.97,25.95,28.9,91.78,6.63,0
9119,152.1,150.8,138.8,113.77,12.08,12.19,,11.97,22.67,11.7,92.22,6.61,0
9120,175.6,188.0,142.2,111.4,12.06,12.2,,11.97,24.59,42.9,108.41,6.61,0
9121,164.2,133.11,147.1,107.45,12.11,12.24,0.41,11.97,20.75,23.2,91.58,6.4,0
9122,148.4,181.54,162.5,116.63,12.08,12.16,,11.97,24.99,19.7,98.26,6.6,0
9123,139.7,159.07,185.4,115.06,12.09,12.17,,11.97,24.37,20.1,101.78,6.62,0
9124,146.0,158.14,179.4,112.58,12.08,12.34,,11.98,22.83,27.2,101.32,6.62,0
9125,164.4,135.06,158.5,113.16,12.14,12.26,0.4,11.97,19.9,14.9,86.44,6.41,0
9126,165.0,156.9,125.3,107.3,11.81,12.31,0.35,11.97,26.33,14.8,103.75,6.62,0
9127,156.4,169.97,151.5,109.34,11.89,12.28,,11.97,24.84,14.9,96.48,6.61,0
9128,136.8,167.21,157.3,115.93,12.09,12.29,,11.97,22.73,14.1,100.56,6.6,0
9129,197.9,143.82,139.1,112.85,11.85,12.26,,11.97,23.33,17.1,100.69,6.61,0
9130,161.1,144.74,147.9,107.36,11.84,12.23,0.35,11.97,25.11,43.4,98.67,6.61,0
9131,172.6,153.1,139.4,112.76,11.82,12.28,0.39,11.97,25.6,15.9,103.1,6.61,0
9132,187.9,172.91,163.9,113.06,12.07,12.21,,11.97,24.43,37.2,105.21,6.63,0
9133,148.9,157.82,161.3,110.58,12.08,12.27,,11.97,24.34,17.4,95.67,6.62,0
9134,172.2,153.74,149.0,110.94,12.06,12.27,0.41,11.97,20.81,17.2,92.96,6.44,0
9135,148.5,151.1,140.1,117.22,11.89,12.35,,11.98,24.91,15.4,96.03,6.63,0
9136,135.9,149.13,163.5,110.66,12.04,12.34,0.41,11.98,23.11,10.3,100.6,6.4,0
9137,139.8,159.64,156.6,110.87,12.09,12.33,0.41,11.97,24.53,17.2,96.4,6.42,0
9138,156.5,163.78,150.9,113.05,11.89,12.27,,11.97,22.83,15.2,96.03,6.63,0
9139,162.2,161.51,191.8,113.36,11.83,12.35,,11.97,25.99,18.7,105.11,6.63,0
9140,149.8,167.67,144.8,113.03,12.07,12.26,,11.97,22.32,19.8,98.64,6.6,0
9141,167.9,162.01,152.6,112.3,11.83,12.3,,11.97,27.99,12.6,104.02,6.61,0
9142,153.7,171.35,164.9,111.6,12.09,12.2,,11.97,24.91,33.6,98.71,6.61,0
9143,173.6,160.07,156.6,118.74,12.09,12.26,,11.97,24.92,22.7,103.89,6.6,0
9144,190.3,143.76,194.8,110.95,11.84,12.22,0.36,11.97,24.27,17.2,97.41,6.63,0
9145,172.3,164.2,167.2,111.22,11.85,12.35,,11.97,26.48,13.0,107.01,6.61,0
9146,147.9,170.49,175.9,111.15,11.88,12.33,,11.97,26.35,9.5,96.18,6.61,0
9147,154.9,173.29,157.3,113.45,12.06,12.2,,11.97,23.1,28.1,100.95,6.61,0
9148,148.6,150.33,161.6,111.85,12.09,12.16,,11.97,20.01,15.5,94.23,6.62,0
9149,174.7,151.69,146.7,119.11,11.85,12.24,,11.97,27.61,16.3,99.85,6.61,0
9150,197.7,161.28,180.2,120.15,11.76,12.26,,11.97,24.24,14.7,101.6,6.6,0
9151,168.3,153.49,160.5,112.59,12.05,12.46,0.41,11.97,23.17,14.1,107.23,6.41,0
9152,179.9,172.82,164.4,114.3,12.07,12.32,,11.97,23.59,10.4,100.6,6.6,0
9153,159.8,146.99,149.8,120.55,12.12,12.24,0.39,11.97,17.5,14.7,90.62,6.44,0
9154,163.7,149.02,160.8,115.16,12.12,12.17,0.39,11.97,17.83,32.7,81.1,6.42,0
9155,173.8,173.25,163.5,111.43,11.88,12.18,,11.98,23.91,20.8,99.16,6.61,0
9156,171.2,176.76,189.5,114.1,12.07,12.23,,11.97,23.46,15.4,101.21,6.6,0
9157,163.9,152.7,186.8,112.77,12.13,12.31,0.39,11.97,20.78,12.5,100.25,6.41,0
9158,146.8,159.01,160.9,107.49,11.91,12.24,,11.98,26.5,15.1,101.87,6.6,0
9159,157.8,169.68,195.6,115.89,12.08,12.19,,11.97,22.87,24.6,101.19,6.61,0
9160,155.9,155.91,161.1,114.35,11.88,12.4,,11.97,25.53,19.9,92.37,6.6,0
9161,143.2,147.89,168.9,112.6,11.83,12.18,0.3,11.97,23.55,33.6,92.79,6.61,0
9162,190.5,144.73,166.6,113.43,11.83,12.32,0.39,11.97,25.41,18.7,96.45,6.62,0
9163,148.8,150.45,162.1,116.12,11.9,12.36,,11.97,23.39,14.2,97.88,6.61,0
9164,146.0,144.49,156.7,115.06,12.1,12.29,0.41,11.97,21.04,25.3,93.95,6.41,0
9165,147.0,144.21,188.0,111.22,12.04,12.38,0.41,11.97,22.42,9.8,93.88,6.41,0
9166,164.0,154.54,161.7,113.01,11.83,12.38,0.37,11.97,25.32,13.4,102.31,6.61,0
9167,175.4,165.49,151.0,114.79,12.08,12.19,,11.97,24.13,28.9,102.77,6.63,0
9168,174.0,156.01,167.7,108.93,12.07,12.2,,11.98,29.45,20.2,100.69,6.61,0
9169,149.1,156.91,144.1,115.2,12.13,12.17,0.39,11.97,22.41,16.1,94.63,6.42,0
9170,164.4,160.19,142.0,113.1,11.9,12.35,,11.97,26.07,13.0,92.68,6.63,0
9171,146.9,136.87,150.0,110.15,12.11,12.25,0.35,11.97,19.68,16.7,90.1,6.41,0
9172,139.0,169.15,179.0,115.19,12.07,12.31,,11.97,21.32,19.7,95.74,6.61,0
9173,173.5,147.3,142.8,110.92,12.13,12.26,0.38,11.97,15.99,17.7,79.7,6.4,0
9174,194.9,153.55,161.3,112.88,11.7,12.25,,11.98,24.82,12.8,96.96,6.6,0
9175,164.8,161.82,150.9,116.19,11.93,12.32,,11.98,28.47,15.5,110.08,6.61,0
9176,141.2,168.61,151.5,111.88,11.83,12.34,0.38,11.97,24.39,24.3,112.94,6.6,0
9177,160.7,173.07,159.6,113.77,11.88,12.24,,11.97,24.84,16.9,100.88,6.6,0
9178,175.9,141.04,169.6,110.74,11.86,12.31,0.36,11.97,24.07,15.0,99.84,6.63,0
9179,160.2,170.5,149.8,114.95,12.06,12.24,,11.97,23.89,44.9,109.23,6.61,0
9180,145.9,147.29,149.2,114.19,11.92,12.24,,11.97,24.47,12.9,91.14,6.61,0
9181,147.2,162.14,165.6,114.05,11.82,12.32,0.37,11.97,26.56,27.2,105.32,6.61,0
9182,150.1,153.25,174.4,112.21,12.08,12.09,,11.98,22.2,21.1,100.02,6.61,0
9183,158.6,150.72,159.0,114.39,11.89,12.3,,11.97,26.31,16.4,96.03,6.61,0
9184,175.6,180.11,161.6,120.27,12.07,12.21,,11.97,23.39,22.6,98.79,6.63,0
9185,197.6,155.98,161.5,112.37,11.83,12.23,0.37,11.97,24.67,18.7,94.62,6.61,0
9186,140.9,148.56,149.3,110.88,12.06,12.29,0.41,11.97,20.74,14.0,93.13,6.43,0
9187,165.0,174.23,163.3,125.73,12.06,12.16,,11.97,23.48,18.5,101.62,6.61,0
9188,173.5,143.55,137.2,119.67,12.12,12.2,0.39,11.97,17.9,16.0,83.78,6.4,0
9189,147.7,148.67,171.1,110.68,11.83,12.33,0.33,11.97,21.48,14.2,93.18,6.6,0
9190,155.7,156.34,169.8,117.02,12.12,12.4,0.4,11.97,21.78,14.0,100.95,6.41,0
9191,157.2,143.79,159.7,115.25,12.11,12.2,0.41,11.97,21.79,14.5,97.44,6.42,0
9192,144.5,151.88,142.1,114.21,11.84,12.25,0.38,11.97,24.35,18.0,110.87,6.61,0
9193,161.7,156.15,159.4,113.82,11.81,12.31,0.39,11.97,25.51,16.2,112.68,6.61,0
9194,169.0,180.45,139.1,117.39,12.06,12.26,,11.97,25.35,18.3,105.88,6.6,0
9195,181.9,133.88,149.3,110.08,12.1,12.17,0.39,11.97,23.6,16.5,99.45,6.42,0
9196,176.5,163.45,197.5,111.85,11.84,12.32,,11.97,26.45,15.0,102.02,6.39,0
9197,165.0,142.93,149.7,111.25,12.11,12.21,0.39,11.97,18.3,17.9,87.39,6.41,0
9198,154.0,145.82,161.4,109.27,11.75,12.36,,11.97,26.07,11.0,110.11,6.62,0
9199,142.8,157.0,157.0,113.9,11.88,12.2,,11.97,24.24,19.7,96.95,6.6,0
9200,149.5,154.74,164.5,108.9,11.89,12.33,,11.97,30.34,15.4,97.49,6.62,0
9201,171.8,191.02,159.9,115.39,12.05,12.32,,11.98,24.46,15.8,107.89,6.61,0
9202,166.3,157.91,145.9,113.15,12.05,12.33,0.42,11.97,19.82,14.9,93.47,6.41,0
9203,140.8,160.39,170.5,111.16,11.83,12.31,0.37,11.98,24.2,12.5,95.77,6.6,0
9204,150.8,162.76,149.8,111.26,11.81,12.39,0.39,11.97,25.45,34.0,101.72,6.61,0
9205,166.0,155.0,166.4,115.2,12.03,12.27,0.41,11.97,22.59,21.5,100.21,6.4,0
9206,151.6,161.02,131.8,110.06,11.81,12.3,0.36,11.97,25.19,13.5,96.38,6.6,0
9207,188.4,152.5,168.4,110.76,12.11,12.31,0.39,11.97,18.16,12.0,80.64,6.41,0
9208,168.8,138.97,162.5,116.09,11.73,12.29,,11.97,23.17,15.8,95.3,6.61,0
9209,155.5,155.8,140.7,114.64,12.1,12.31,0.41,11.97,25.51,12.6,111.85,6.4,0
9210,148.9,163.35,159.3,113.68,11.84,12.21,,11.97,27.32,16.7,98.68,6.6,0
9211,166.6,161.45,175.0,114.0,12.1,12.15,,11.97,23.1,22.8,99.16,6.61,0
9212,147.6,144.22,127.8,121.58,11.84,12.2,0.37,11.97,23.19,14.7,94.52,6.61,0
9213,154.5,137.32,163.7,111.54,12.05,12.28,0.41,11.97,23.73,24.4,93.71,6.41,0
9214,148.2,179.1,150.0,113.43,11.91,12.24,,11.97,28.3,14.5,103.91,6.61,0
9215,152.2,139.06,175.3,108.96,11.83,12.23,0.37,11.97,25.46,12.9,102.94,6.6,0
9216,165.4,160.83,165.2,113.05,11.83,12.34,0.42,11.97,26.14,20.9,100.69,6.61,0
9217,145.9,148.75,153.6,108.82,11.9,12.35,,11.97,23.46,11.3,96.65,6.62,0
9218,197.6,169.68,188.0,112.78,11.84,12.27,,11.97,27.62,11.8,104.21,6.61,0
9219,153.4,174.3,164.1,113.46,12.05,12.2,,11.97,23.2,20.0,98.77,6.62,0
9220,148.3,169.67,138.1,115.97,12.08,12.25,,11.98,20.92,19.2,100.84,6.62,0
9221,166.8,153.41,180.3,116.81,12.13,12.31,0.4,11.97,20.09,15.1,92.69,6.41,1
9222,173.0,151.46,170.0,114.79,12.11,12.22,,11.97,20.29,23.3,100.34,6.6,0
9223,154.3,145.65,153.1,113.96,11.72,12.25,,11.97,24.18,16.9,104.68,6.61,0
9224,149.7,174.9,163.5,113.74,12.06,12.21,,11.97,23.68,25.3,97.26,6.6,0
9225,145.1,153.9,144.5,112.43,12.11,12.37,0.38,11.97,19.36,12.8,90.71,6.43,0
9226,156.1,184.79,168.0,116.49,12.06,12.38,,11.97,24.77,8.9,103.76,6.6,0
9227,154.9,170.8,156.7,106.43,11.87,12.35,,11.98,24.14,10.1,91.21,6.6,0
9228,158.1,150.79,178.1,110.18,11.92,12.29,,11.97,21.0,9.7,89.26,6.6,0
9229,197.7,152.66,197.5,111.55,11.83,12.23,0.38,11.97,27.0,16.9,100.54,6.45,0
9230,167.2,172.11,166.4,115.97,12.07,12.27,,11.97,21.9,11.5,102.84,6.61,0
9231,164.2,169.49,162.2,116.25,11.95,12.3,,11.97,23.95,15.1,91.97,6.6,0
9232,167.7,141.09,149.2,112.89,12.12,12.33,0.39,11.97,17.64,14.0,82.77,6.42,0
9233,188.0,168.1,172.7,115.24,12.09,12.26,,11.97,23.29,17.0,97.93,6.61,0
9234,165.1,186.79,173.1,117.46,12.05,12.14,,11.97,23.31,26.9,112.51,6.63,0
9235,177.7,147.46,152.7,111.2,12.04,12.26,0.41,11.97,23.27,15.8,99.26,6.41,0
9236,150.1,135.36,197.8,110.86,12.09,12.31,0.35,11.97,24.14,10.9,102.99,6.34,0
9237,163.5,156.89,173.0,112.93,11.82,12.4,0.4,11.97,24.42,9.7,105.02,6.61,0
9238,183.5,144.69,148.5,114.03,12.11,12.24,0.41,11.97,21.96,14.9,98.23,6.41,0
9239,180.6,145.61,165.1,111.52,12.04,12.3,0.41,11.97,23.87,10.9,93.51,6.41,0
9240,155.3,159.29,179.2,114.35,11.82,12.31,0.37,11.97,24.49,27.3,105.92,6.61,0
9241,139.7,144.32,197.7,118.15,11.84,12.28,,11.98,26.5,18.0,107.98,6.41,0
9242,155.9,167.25,160.9,115.22,11.83,12.24,,11.97,26.86,19.5,102.54,6.61,0
9243,166.6,158.54,183.2,114.82,11.85,12.26,0.39,11.97,24.44,13.0,97.13,6.61,0
9244,183.7,152.71,143.9,108.56,12.03,12.27,0.41,11.97,22.38,14.6,96.79,6.41,0
9245,130.2,155.83,134.6,116.44,11.82,12.25,0.38,11.97,24.61,23.4,92.44,6.62,0
9246,150.7,182.25,146.5,111.3,12.06,12.23,,11.98,23.41,14.9,101.17,6.62,0
9247,145.9,177.74,145.5,108.76,11.92,12.15,,11.97,30.41,23.6,107.16,6.64,0
9248,141.0,140.82,154.3,106.3,11.83,12.4,0.37,11.97,26.54,30.1,96.62,6.61,0
9249,166.0,151.94,135.5,112.79,12.11,12.25,0.39,11.98,18.89,15.8,84.38,6.4,0
9250,127.8,152.92,137.8,112.78,12.12,12.2,0.4,11.97,18.13,21.0,85.19,6.45,0
9251,167.5,146.04,155.5,112.43,12.13,12.23,0.38,11.97,22.83,12.3,90.27,6.42,0
9252,149.5,165.01,168.9,110.31,11.89,12.3,,11.97,24.4,14.9,95.92,6.61,0
9253,147.5,160.29,162.8,111.06,11.92,12.37,,11.98,24.82,11.5,109.83,6.61,1
9254,157.4,165.09,172.8,112.94,11.82,12.19,,11.97,26.85,16.9,107.11,6.61,0
9255,152.3,167.37,151.0,113.94,11.88,12.36,,11.97,25.09,27.8,95.98,6.61,0
9256,147.7,164.99,163.5,110.28,12.07,12.36,,11.97,23.02,15.7,109.03,6.64,0
9257,146.8,142.89,134.1,109.98,12.11,12.26,0.41,11.97,24.0,17.6,98.26,6.43,0
9258,165.1,152.38,153.6,107.83,12.12,12.24,0.38,11.97,18.8,18.2,79.98,6.41,0
9259,197.0,167.99,144.0,116.15,12.09,12.21,,11.98,22.3,29.3,99.93,6.61,0
9260,156.1,164.04,170.5,118.72,12.08,12.3,,11.98,25.33,12.6,104.56,6.62,0
9261,154.7,142.99,158.4,112.58,12.12,12.36,0.4,11.97,16.42,14.6,80.78,6.41,0
9262,184.9,145.64,173.0,112.69,11.86,12.25,0.4,11.97,23.81,16.8,100.83,6.61,0
9263,176.1,130.84,158.8,108.73,12.12,12.26,0.37,11.97,19.48,15.0,90.32,6.41,0
9264,146.2,153.58,196.8,114.23,11.86,12.19,,11.97,26.97,34.8,99.62,6.61,0
9265,164.8,163.34,182.8,112.06,12.09,12.2,,11.97,26.37,16.8,109.55,6.61,0
9266,184.3,145.07,140.2,113.53,11.85,12.27,,11.97,27.45,14.2,101.44,6.61,0
9267,159.9,160.33,142.5,112.09,11.88,12.28,,11.97,22.72,12.9,87.52,6.62,0
9268,173.7,167.44,162.8,112.0,11.84,12.21,,11.97,28.76,17.7,105.37,6.61,0
9269,196.1,148.09,196.3,112.1,11.85,12.29,,11.97,24.61,19.8,104.33,6.62,0
9270,130.3,158.93,187.8,117.96,12.02,12.24,0.41,11.97,25.03,18.7,102.97,6.42,0
9271,139.2,168.5,165.4,111.24,12.06,12.18,,11.97,25.22,47.7,97.08,6.62,0
9272,153.8,158.06,143.5,114.19,11.83,12.19,,11.97,25.87,16.6,103.34,6.61,0
9273,190.5,156.02,145.6,117.22,12.07,12.33,,11.97,24.02,8.5,101.39,6.61,0
9274,157.9,135.99,197.5,113.22,11.73,12.28,,11.97,24.74,15.3,102.56,6.47,0
9275,181.5,164.17,154.5,111.69,11.73,12.37,,11.97,25.74,12.0,111.07,6.6,0
9276,148.2,151.56,153.1,114.88,12.12,12.44,0.39,11.97,18.81,8.4,82.01,6.4,0
9277,130.5,171.72,141.2,115.55,12.06,12.23,,11.97,24.59,42.7,102.67,6.61,0
9278,142.5,163.09,145.8,111.98,11.89,12.3,,11.97,25.44,12.1,92.9,6.6,0
9279,148.4,157.42,166.5,116.49,12.08,12.24,,11.97,21.75,20.8,99.69,6.61,0
9280,147.2,135.48,161.3,117.96,12.11,12.23,0.41,11.97,21.09,18.6,91.3,6.41,0
9281,171.7,170.96,144.4,110.29,11.99,12.32,,11.97,25.11,15.4,93.91,6.61,0
9282,170.6,134.47,164.6,112.87,12.04,12.26,0.41,11.97,24.27,12.9,96.92,6.4,0
9283,141.9,154.25,135.0,109.14,12.06,12.36,0.41,11.97,21.67,13.5,91.03,6.42,0
9284,166.1,155.65,164.3,113.59,11.84,12.24,,11.97,25.4,17.9,100.02,6.6,0
9285,174.5,148.75,160.7,109.32,11.86,12.3,,11.97,27.87,11.3,107.08,6.64,0
9286,145.1,155.98,164.6,108.1,11.83,12.18,0.39,11.97,25.74,17.0,100.94,6.61,0
9287,136.6,139.76,152.7,109.97,11.84,12.41,0.37,11.97,26.42,38.0,103.15,6.6,0
9288,173.6,162.54,159.2,113.53,11.93,12.3,,11.97,26.48,42.8,112.06,6.62,0
9289,157.2,139.48,145.9,110.93,12.11,12.38,0.41,11.97,19.86,10.4,100.33,6.41,0
9290,131.0,160.89,148.9,108.88,11.83,12.26,0.38,11.98,25.55,13.0,98.34,6.61,0
9291,160.5,160.72,121.4,119.33,11.86,12.4,,11.97,26.4,10.5,99.56,6.61,0
9292,151.8,152.0,170.3,113.84,11.77,12.17,,11.97,24.63,48.6,90.02,6.61,0
9293,184.5,156.67,155.6,107.01,11.9,12.26,,11.97,24.92,16.2,90.07,6.64,0
9294,162.6,151.22,154.5,115.57,12.1,12.25,0.39,11.97,20.69,15.4,98.35,6.4,0
9295,148.6,169.55,180.9,114.84,11.82,12.21,0.38,11.97,26.08,15.4,102.42,6.61,0
9296,166.8,159.84,156.2,115.81,12.09,12.24,,11.97,22.89,17.0,94.45,6.62,0
9297,167.3,166.68,149.5,114.38,11.94,12.2,,11.97,25.36,13.0,93.28,6.61,0
9298,182.3,142.75,147.1,114.12,11.74,12.33,,11.97,26.36,15.5,101.95,6.66,0
9299,139.9,159.95,172.3,114.39,11.82,12.2,0.38,11.97,24.79,16.9,99.3,6.62,0
9300,161.1,141.92,152.0,119.75,11.91,12.2,,11.97,24.87,14.7,96.68,6.61,0
9301,148.7,156.32,156.1,116.49,11.9,12.14,,11.97,23.52,17.1,102.05,6.61,0
9302,185.6,147.79,165.2,108.06,11.86,12.23,,11.97,29.81,17.4,101.15,6.62,0
9303,179.0,155.05,149.2,109.34,12.06,12.19,0.39,11.97,23.21,22.6,104.43,6.4,0
9304,158.5,173.78,151.0,116.8,12.07,12.17,,11.97,24.14,20.1,106.78,6.61,0
9305,160.9,162.89,189.7,112.83,11.9,12.41,,11.97,24.63,8.7,100.06,6.62,0
9306,172.8,159.17,166.8,116.97,12.09,12.23,,11.97,21.78,20.5,102.36,6.61,0
9307,165.0,166.77,155.7,107.11,12.07,12.17,,11.98,23.59,18.1,92.7,6.62,0
9308,148.3,143.34,167.4,111.51,11.82,12.37,0.35,11.97,21.88,23.2,93.85,6.61,0
9309,156.5,156.86,164.8,114.0,11.82,12.38,0.39,11.97,26.6,14.2,99.65,6.62,0
9310,137.5,153.56,146.7,114.57,12.09,12.2,,11.97,21.75,16.4,97.72,6.61,0
9311,161.3,146.19,197.5,113.41,11.86,12.23,,11.97,24.66,20.1,99.8,6.39,0
9312,167.1,151.39,157.6,112.8,11.84,12.21,,11.97,25.15,19.1,106.07,6.61,0
9313,160.9,157.08,158.3,108.87,11.83,12.29,,11.97,26.03,25.7,101.72,6.6,0
9314,168.4,147.76,140.0,119.89,12.04,12.27,0.41,11.97,22.47,10.0,107.2,6.41,0
9315,176.0,172.01,158.4,116.16,12.06,12.21,,11.98,21.48,14.2,102.36,6.65,0
9316,165.3,146.89,159.4,113.59,12.11,12.29,0.4,11.97,17.29,20.8,84.29,6.4,0
9317,132.0,163.53,152.9,113.78,11.81,12.2,0.38,11.97,25.11,32.9,96.42,6.61,0
9318,179.5,140.69,156.7,108.23,11.83,12.27,0.37,11.97,21.27,33.4,95.97,6.62,0
9319,152.2,169.26,158.1,114.72,12.07,12.26,,11.97,22.17,12.4,102.61,6.6,0
9320,165.7,156.11,173.1,112.88,12.09,12.3,,11.97,24.37,10.7,102.52,6.6,0
9321,158.1,137.78,146.4,111.5,12.13,12.27,0.4,11.97,16.75,10.6,80.1,6.41,0
9322,184.7,156.93,174.0,112.59,12.12,12.2,0.4,11.97,23.28,14.9,97.81,6.4,0
9323,137.1,168.01,153.0,117.79,11.75,12.24,,11.97,25.67,15.5,97.08,6.6,0
9324,167.2,150.92,163.5,107.16,11.9,12.36,,11.97,26.53,11.6,88.88,6.6,0
9325,137.7,151.75,157.3,114.66,12.07,12.23,0.42,11.97,22.63,16.5,101.48,6.42,0
9326,170.1,154.02,157.2,117.09,11.84,12.26,0.36,11.97,24.63,32.5,93.92,6.62,0
9327,145.8,163.46,141.1,107.89,11.89,12.27,,11.98,25.44,12.9,97.83,6.61,0
9328,168.9,168.95,149.8,114.98,12.07,12.28,,11.97,21.68,27.2,97.45,6.61,0
9329,188.8,160.54,158.3,114.66,12.08,12.26,,11.97,21.69,44.6,102.63,6.61,0
9330,164.6,168.74,154.5,111.86,11.94,12.33,,11.97,25.09,11.1,90.8,6.62,0
9331,164.7,143.23,161.5,116.86,12.1,12.23,0.41,11.97,22.0,17.3,91.76,6.41,0
9332,148.8,154.68,170.9,111.82,12.05,12.23,0.41,11.97,23.78,14.2,104.6,6.41,0
9333,163.6,163.5,135.2,111.35,11.9,12.23,,11.97,27.42,19.8,107.71,6.6,0
9334,175.4,141.46,132.3,114.68,11.84,12.16,0.33,11.97,24.85,34.6,107.07,6.6,0
9335,150.5,185.37,176.6,107.68,11.87,12.28,,11.97,26.5,14.3,99.99,6.63,0
9336,159.1,147.37,121.4,114.91,11.9,12.28,,11.97,22.7,13.5,92.0,6.61,0
9337,151.3,176.01,149.8,115.27,12.06,12.28,,11.97,24.76,21.3,105.4,6.62,0
9338,163.2,168.99,145.7,106.56,11.87,12.29,,11.98,23.03,16.3,91.3,6.6,0
